plt_cn,tre_cn,ecosubcd,ecodivision,year,cycle,tpa_unadj,lat,long,network,park,parksubunit,state_name,statecd,countycd,spcd,jenkins_spgrpcd,scientific_name,usda_symbol,statuscd,treeclcd,dbhcm,ht,htcd,cull,habit,decaycd
BS_01,1337,1194,35,2022,1,10.11715,30.5778,-94.65252,GULN,BITH,Big Sandy,Texas,48,373,701,8,Ostrya virginiana,OSVI,live,NA,13.6,NA,NA,0,Tree,NA
BS_01,1338,1194,35,2022,1,10.11715,30.5778,-94.65252,GULN,BITH,Big Sandy,Texas,48,373,131,4,Pinus taeda,PITA,live,NA,49.6,35,1,0,Tree,NA
BS_01,1339,1194,35,2022,1,10.11715,30.5778,-94.65252,GULN,BITH,Big Sandy,Texas,48,373,131,4,Pinus taeda,PITA,live,NA,30,NA,NA,0,Tree,NA
BS_01,1340,1194,35,2022,1,10.11715,30.5778,-94.65252,GULN,BITH,Big Sandy,Texas,48,373,802,9,Quercus alba,QUAL,live,NA,32.3,NA,NA,0,Tree,NA
BS_01,1341,1194,35,2022,1,10.11715,30.5778,-94.65252,GULN,BITH,Big Sandy,Texas,48,373,820,9,Quercus laurifolia,QULA3,live,NA,40,NA,NA,0,Tree,NA
BS_01,1342,1194,35,2022,1,10.11715,30.5778,-94.65252,GULN,BITH,Big Sandy,Texas,48,373,591,8,Ilex opaca,ILOP,live,NA,17.7,NA,NA,0,Tree,NA
BS_01,1343,1194,35,2022,1,10.11715,30.5778,-94.65252,GULN,BITH,Big Sandy,Texas,48,373,701,8,Ostrya virginiana,OSVI,live,NA,12.8,NA,NA,0,Tree,NA
BS_01,617_44823,1194,35,2022,1,101.171362,30.5778,-94.65252,GULN,BITH,Big Sandy,Texas,48,373,701,8,Ostrya virginiana,OSVI,live,NA,3.75,NA,NA,0,Sapling,NA
BS_02,1344,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,693,8,Nyssa sylvatica,NYSY,live,NA,39.9,18,1,0,Tree,NA
BS_02,1345,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,6862,8,Cyrilla racemiflora,CYRA,live,NA,14.8,NA,NA,0,Tree,NA
BS_02,1346,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,316,7,Acer rubrum,ACRU,live,NA,19,NA,NA,0.1,Tree,NA
BS_02,1347,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,820,9,Quercus laurifolia,QULA3,live,NA,23.6,NA,NA,0,Tree,NA
BS_02,1348,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,820,9,Quercus laurifolia,QULA3,live,NA,25.1,NA,NA,0,Tree,NA
BS_02,1349,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,694,8,Nyssa biflora,NYBI,live,NA,27.6,NA,NA,0,Tree,NA
BS_02,1350,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,591,8,Ilex opaca,ILOP,live,NA,13.3,NA,NA,0,Tree,NA
BS_02,1351,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,694,8,Nyssa biflora,NYBI,live,NA,18.6,NA,NA,0.1,Tree,NA
BS_02,1352,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,11.8,NA,NA,0,Tree,NA
BS_02,1353,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,544,8,Fraxinus pennsylvanica,FRPE,live,NA,31.8,NA,NA,0,Tree,NA
BS_02,1354,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,15.9,NA,NA,0,Tree,NA
BS_02,1355,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,20.2,NA,NA,0.1,Tree,NA
BS_02,1356,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,693,8,Nyssa sylvatica,NYSY,live,NA,24.9,NA,NA,0,Tree,NA
BS_02,1357,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,22.6,NA,NA,0,Tree,NA
BS_02,1358,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,693,8,Nyssa sylvatica,NYSY,live,NA,37.2,24,1,0,Tree,NA
BS_02,1359,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,17.4,NA,NA,0,Tree,NA
BS_02,1360,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,44.2,22,1,0.1,Tree,NA
BS_02,1361,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,653,8,Magnolia virginiana,MAVI2,live,NA,22.6,NA,NA,0.1,Tree,NA
BS_02,1362,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,12.8,NA,NA,0,Tree,NA
BS_02,1363,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,316,7,Acer rubrum,ACRU,live,NA,15.3,NA,NA,0.1,Tree,NA
BS_02,1364,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,316,7,Acer rubrum,ACRU,live,NA,16.5,NA,NA,0,Tree,NA
BS_02,1365,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,591,8,Ilex opaca,ILOP,live,NA,11.4,NA,NA,0,Tree,NA
BS_02,1366,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,12.5,NA,NA,0,Tree,NA
BS_02,1367,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,693,8,Nyssa sylvatica,NYSY,live,NA,14.7,NA,NA,0,Tree,NA
BS_02,1368,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,12,NA,NA,0,Tree,NA
BS_02,2547,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,316,7,Acer rubrum,ACRU,live,NA,10.5,NA,NA,0,Tree,NA
BS_02,2548,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,11.1,NA,NA,0,Tree,NA
BS_02,2549,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,11.2,NA,NA,0,Tree,NA
BS_02,2581,1194,35,2022,1,10.11715,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,652,8,Magnolia grandiflora,MAGR4,live,NA,20.3,NA,NA,0.1,Tree,NA
BS_02,647_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,591,8,Ilex opaca,ILOP,live,NA,1.75,NA,NA,0,Sapling,NA
BS_02,648_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,7.5,NA,NA,0,Sapling,NA
BS_02,649_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,694,8,Nyssa biflora,NYBI,live,NA,3.75,NA,NA,0,Sapling,NA
BS_02,650_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,131,4,Pinus taeda,PITA,live,NA,1.75,NA,NA,0,Sapling,NA
BS_02,651_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,825,9,Quercus michauxii,QUMI,live,NA,1.75,NA,NA,0,Sapling,NA
BS_02,652_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,221,1,Taxodium distichum,TADI2,live,NA,0.5,NA,NA,0,Sapling,NA
BS_02,653_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,7.5,NA,NA,0,Sapling,NA
BS_02,654_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,3.75,NA,NA,0,Sapling,NA
BS_02,655_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,820,9,Quercus laurifolia,QULA3,live,NA,7.5,NA,NA,0,Sapling,NA
BS_02,656_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,820,9,Quercus laurifolia,QULA3,live,NA,0.5,NA,NA,0,Sapling,NA
BS_02,657_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,820,9,Quercus laurifolia,QULA3,live,NA,1.75,NA,NA,0,Sapling,NA
BS_02,658_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,0.5,NA,NA,0,Sapling,NA
BS_02,659_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,0.5,NA,NA,0,Sapling,NA
BS_02,660_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,1.75,NA,NA,0,Sapling,NA
BS_02,661_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,3.75,NA,NA,0,Sapling,NA
BS_02,662_44838,1194,35,2022,1,101.171362,30.57995,-94.65219,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,3.75,NA,NA,0,Sapling,NA
BS_03,1259,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,999,8,Unknown species,NA,dead,NA,17,NA,NA,0,Tree,NA
BS_03,1260,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,131,4,Pinus taeda,PITA,live,NA,15.5,NA,NA,0,Tree,NA
BS_03,1261,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,825,9,Quercus michauxii,QUMI,live,NA,11.5,NA,NA,0,Tree,NA
BS_03,1262,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,12.1,NA,NA,0,Tree,NA
BS_03,1263,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,694,8,Nyssa biflora,NYBI,live,NA,15.5,NA,NA,0,Tree,NA
BS_03,1264,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,531,9,Fagus grandifolia,FAGR,live,NA,30.6,18,1,0,Tree,NA
BS_03,1265,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,16.1,NA,NA,0.1,Tree,NA
BS_03,1266,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,131,4,Pinus taeda,PITA,live,NA,11.8,NA,NA,0,Tree,NA
BS_03,1267,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,591,8,Ilex opaca,ILOP,live,NA,12,NA,NA,0,Tree,NA
BS_03,1268,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,22.7,NA,NA,0,Tree,NA
BS_03,1269,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,34.8,19,1,0,Tree,NA
BS_03,1270,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,652,8,Magnolia grandiflora,MAGR4,live,NA,43.7,23,1,0,Tree,NA
BS_03,1271,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,11.6,NA,NA,0,Tree,NA
BS_03,1272,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,11.8,NA,NA,0,Tree,NA
BS_03,1273,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,701,8,Ostrya virginiana,OSVI,live,NA,10.2,NA,NA,0.1,Tree,NA
BS_03,1274,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,316,7,Acer rubrum,ACRU,live,NA,18,NA,NA,0.1,Tree,NA
BS_03,1275,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,11.5,NA,NA,0,Tree,NA
BS_03,2570,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,12.7,NA,NA,0.1,Tree,NA
BS_03,2571,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,11.4,NA,NA,0.1,Tree,NA
BS_03,2572,1194,35,2022,1,10.11715,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,14.5,NA,NA,0.1,Tree,NA
BS_03,683_44825,1194,35,2022,1,101.171362,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,544,8,Fraxinus pennsylvanica,FRPE,live,NA,3.75,NA,NA,0,Sapling,NA
BS_03,684_44825,1194,35,2022,1,101.171362,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,591,8,Ilex opaca,ILOP,live,NA,0.5,NA,NA,0,Sapling,NA
BS_03,685_44825,1194,35,2022,1,101.171362,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,653,8,Magnolia virginiana,MAVI2,live,NA,7.5,NA,NA,0,Sapling,NA
BS_03,686_44825,1194,35,2022,1,101.171362,30.59311,-94.68083,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,7.5,NA,NA,0,Sapling,NA
BS_04,1392,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,994,8,Triadica sebifera,TRSE6,live,NA,16.9,NA,NA,0,Tree,NA
BS_04,1393,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,24.3,NA,NA,0,Tree,NA
BS_04,1394,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,21.5,NA,NA,0.1,Tree,NA
BS_04,1395,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,15,NA,NA,0,Tree,NA
BS_04,1396,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,822,9,Quercus lyrata,QULY,live,NA,38.7,22,1,0,Tree,NA
BS_04,1397,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,45.7,24,1,0,Tree,NA
BS_04,1398,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,12.8,NA,NA,0,Tree,NA
BS_04,2306,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,12,NA,NA,0,Tree,NA
BS_04,2307,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,11.5,NA,NA,0,Tree,NA
BS_04,2308,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,693,8,Nyssa sylvatica,NYSY,live,NA,15.6,NA,NA,0.1,Tree,NA
BS_04,2309,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,13.3,NA,NA,0,Tree,NA
BS_04,2310,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,971,8,Ulmus alata,ULAL,live,NA,20.3,NA,NA,0,Tree,NA
BS_04,2311,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,29.8,NA,NA,0,Tree,NA
BS_04,2312,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,544,8,Fraxinus pennsylvanica,FRPE,live,NA,12.7,NA,NA,0,Tree,NA
BS_04,2313,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,13.4,NA,NA,0,Tree,NA
BS_04,2314,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,994,8,Triadica sebifera,TRSE6,dead,NA,13.8,NA,NA,0,Tree,NA
BS_04,2315,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,544,8,Fraxinus pennsylvanica,FRPE,live,NA,37.7,23,1,0,Tree,NA
BS_04,2316,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,544,8,Fraxinus pennsylvanica,FRPE,live,NA,19.7,NA,NA,0.1,Tree,NA
BS_04,2317,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,15.7,NA,NA,0,Tree,NA
BS_04,2318,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,544,8,Fraxinus pennsylvanica,FRPE,live,NA,20.2,NA,NA,0,Tree,NA
BS_04,2319,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,30,NA,NA,0,Tree,NA
BS_04,2320,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,994,8,Triadica sebifera,TRSE6,live,NA,12.9,NA,NA,0,Tree,NA
BS_04,2576,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,17.6,NA,NA,0,Tree,NA
BS_04,2577,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,591,8,Ilex opaca,ILOP,live,NA,29.7,NA,NA,0.1,Tree,NA
BS_04,2578,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,15.6,NA,NA,0.1,Tree,NA
BS_04,2579,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,611,8,Liquidambar styraciflua,LIST2,live,NA,19,NA,NA,0,Tree,NA
BS_04,2580,1194,35,2022,1,10.11715,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,20.1,NA,NA,0,Tree,NA
BS_04,714_44839,1194,35,2022,1,101.171362,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,544,8,Fraxinus pennsylvanica,FRPE,live,NA,3.75,NA,NA,0,Sapling,NA
BS_04,715_44839,1194,35,2022,1,101.171362,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,820,9,Quercus laurifolia,QULA3,live,NA,3.75,NA,NA,0,Sapling,NA
BS_04,716_44839,1194,35,2022,1,101.171362,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,7.5,NA,NA,0,Sapling,NA
BS_04,717_44839,1194,35,2022,1,101.171362,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,7.5,NA,NA,0,Sapling,NA
BS_04,718_44839,1194,35,2022,1,101.171362,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,1.75,NA,NA,0,Sapling,NA
BS_04,719_44839,1194,35,2022,1,101.171362,30.58139,-94.64688,GULN,BITH,Big Sandy,Texas,48,373,391,8,Carpinus caroliniana,CACA18,live,NA,1.75,NA,NA,0,Sapling,NA
BS_05,1276,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,26.3,NA,NA,0,Tree,NA
BS_05,1277,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,15.7,NA,NA,0,Tree,NA
BS_05,1278,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,17.4,NA,NA,0,Tree,NA
BS_05,1279,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,131,4,Pinus taeda,PITA,live,NA,37.9,21,1,0,Tree,NA
BS_05,1280,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,11.9,NA,NA,0,Tree,NA
BS_05,1281,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,12.1,NA,NA,0,Tree,NA
BS_05,1282,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,14.2,NA,NA,0,Tree,NA
BS_05,1283,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,31.4,NA,NA,0,Tree,NA
BS_05,1284,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,13.8,NA,NA,0,Tree,NA
BS_05,1286,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,23,NA,NA,0.1,Tree,NA
BS_05,1287,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,18.8,NA,NA,0,Tree,NA
BS_05,1288,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,29.5,NA,NA,0,Tree,NA
BS_05,1289,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,13,NA,NA,0.1,Tree,NA
BS_05,1290,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,827,9,Quercus nigra,QUNI,live,NA,39.8,NA,NA,0,Tree,NA
BS_05,1291,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,22.6,21,1,0,Tree,NA
BS_05,1292,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,25.8,NA,NA,0,Tree,NA
BS_05,1293,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,18.9,NA,NA,0,Tree,NA
BS_05,1294,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,29.2,NA,NA,0,Tree,NA
BS_05,1295,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,652,8,Magnolia grandiflora,MAGR4,live,NA,38.7,21,1,0,Tree,NA
BS_05,1296,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,30.5,NA,NA,0,Tree,NA
BS_05,1298,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,12.7,NA,NA,0,Tree,NA
BS_05,1299,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,24.1,NA,NA,0,Tree,NA
BS_05,1300,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,17.9,NA,NA,0,Tree,NA
BS_05,1301,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,20.1,NA,NA,0,Tree,NA
BS_05,2573,1194,35,2022,1,10.11715,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,16,NA,NA,0,Tree,NA
BS_05,745_44825,1194,35,2022,1,101.171362,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,721,8,Persea borbonia,PEBO,live,NA,1.75,NA,NA,0,Sapling,NA
BS_05,746_44825,1194,35,2022,1,101.171362,30.58708,-94.65713,GULN,BITH,Big Sandy,Texas,48,373,8449,9,Quercus hemisphaerica,QUHE2,live,NA,0.5,NA,NA,0,Sapling,NA
